from_acct,from_acct_type,to_acct,to_acct_type,is_self_txn,txn_amt,txn_date,txn_time,currency_type,channel_type
174e26ecc9cee56aaaca855c743a106275c58629740a49475d92ed8b4ad4d26c,1,575aeab2dfc19a62a23e2c8553a9ac1220b5c9ef3511b76c4e917f5e97c523fb,1,Y,3050,54,21:25:00,TWD,03
174e26ecc9cee56aaaca855c743a106275c58629740a49475d92ed8b4ad4d26c,1,575aeab2dfc19a62a23e2c8553a9ac1220b5c9ef3511b76c4e917f5e97c523fb,1,Y,3050,61,19:20:00,TWD,03
07a2927763647e20443cea2520504da33a35d1fdf907452e8e7f053ecec92b00,1,174e26ecc9cee56aaaca855c743a106275c58629740a49475d92ed8b4ad4d26c,1,N,26500,66,05:00:00,TWD,04
174e26ecc9cee56aaaca855c743a106275c58629740a49475d92ed8b4ad4d26c,1,575aeab2dfc19a62a23e2c8553a9ac1220b5c9ef3511b76c4e917f5e97c523fb,1,Y,5050,69,14:50:00,TWD,03
174e26ecc9cee56aaaca855c743a106275c58629740a49475d92ed8b4ad4d26c,1,2d902b673efcef0ce81bf916628b81dac121e0a2c5fb1068e35b53fadac08dd7,2,UNK,1650,88,13:00:00,TWD,03
bd1bd30b8f940fb588a2565f7fca4568725c0c193f4f99f89acf9184f32767f0,1,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,Y,1050,12,17:25:00,USD,UNK
bd1bd30b8f940fb588a2565f7fca4568725c0c193f4f99f89acf9184f32767f0,1,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,Y,31500,12,17:25:00,TWD,UNK
bd1bd30b8f940fb588a2565f7fca4568725c0c193f4f99f89acf9184f32767f0,1,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,Y,31500,12,17:25:00,TWD,UNK
bd1bd30b8f940fb588a2565f7fca4568725c0c193f4f99f89acf9184f32767f0,1,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,Y,1050,12,17:25:00,USD,UNK
007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,9d520ad264e836202e750889584bdcdbd4f49f85bdf3d62abdd71de71dfe8232,2,UNK,21500,12,17:25:00,TWD,03
007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,6abf3ef9dc65499f92bbff4031a45aa0cb2e7e760bae4197c316de5de412b975,2,UNK,3550,49,23:20:00,TWD,03
bd1bd30b8f940fb588a2565f7fca4568725c0c193f4f99f89acf9184f32767f0,1,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,Y,9550,90,08:45:00,TWD,UNK
007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,9d520ad264e836202e750889584bdcdbd4f49f85bdf3d62abdd71de71dfe8232,2,UNK,5050,90,08:50:00,TWD,03
bd1bd30b8f940fb588a2565f7fca4568725c0c193f4f99f89acf9184f32767f0,1,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,Y,305,90,08:45:00,USD,UNK
bd1bd30b8f940fb588a2565f7fca4568725c0c193f4f99f89acf9184f32767f0,1,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,Y,9550,90,08:45:00,TWD,UNK
bd1bd30b8f940fb588a2565f7fca4568725c0c193f4f99f89acf9184f32767f0,1,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,Y,305,90,08:45:00,USD,UNK
007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,9d520ad264e836202e750889584bdcdbd4f49f85bdf3d62abdd71de71dfe8232,2,UNK,3050,101,07:05:00,TWD,03
f91f5437850f9fae2cebf85b388f91ca910f4bd98b76fa6cf35c98557754e7e4,2,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,UNK,185,115,13:45:00,TWD,UNK
007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,9d520ad264e836202e750889584bdcdbd4f49f85bdf3d62abdd71de71dfe8232,2,UNK,1550,115,21:25:00,TWD,03
e93f5c08b1cacdc4a8c5e9a16e97f97bce47b74cabca54a6422d7eccf93e4947,2,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,UNK,185,115,20:35:00,TWD,UNK
1d3ddf1ac88abe42fd10a946fd829c138d4ce015aec93d20b3e0404d639c9495,2,007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,UNK,185,115,13:45:00,TWD,UNK
bc00ce293166ccc6a067fe7942a9b65c8d5779afcf1bf5ec35d5812b722da947,1,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,N,31500,5,11:00:00,TWD,04
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,a842469b6cfe1bc65ed696a63d72694b90c5fad995c846e3a5de1eb2a8ce3cee,1,N,6050,7,10:10:00,TWD,03
bc00ce293166ccc6a067fe7942a9b65c8d5779afcf1bf5ec35d5812b722da947,1,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,N,14500,10,05:30:00,TWD,04
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,80da3934e1268a459041a7aedafd948d02e21cd6d7c8cc4830bbccd68eb81821,2,UNK,255,13,12:20:00,TWD,03
cfff45731a901e3e219a6dade14215a4cc2eef843d317a26d14a77b47b16399f,2,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,UNK,50500,15,12:40:00,TWD,UNK
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,80da3934e1268a459041a7aedafd948d02e21cd6d7c8cc4830bbccd68eb81821,2,UNK,1050,27,20:40:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,7d80030e601160d6664c0341d9575dd78c680eb9f259d5826f0271c75356f8eb,2,UNK,2050,28,22:00:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,0e824c08f0db65873676fa5c7bdaf2a0857845d36389b5b2f93c4969552380a2,2,UNK,2050,28,18:45:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,80da3934e1268a459041a7aedafd948d02e21cd6d7c8cc4830bbccd68eb81821,2,UNK,1150,34,23:05:00,TWD,03
bc00ce293166ccc6a067fe7942a9b65c8d5779afcf1bf5ec35d5812b722da947,1,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,N,10500,36,14:05:00,TWD,04
bc00ce293166ccc6a067fe7942a9b65c8d5779afcf1bf5ec35d5812b722da947,1,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,N,39500,36,13:55:00,TWD,04
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,80da3934e1268a459041a7aedafd948d02e21cd6d7c8cc4830bbccd68eb81821,2,UNK,2850,40,19:15:00,TWD,03
bc00ce293166ccc6a067fe7942a9b65c8d5779afcf1bf5ec35d5812b722da947,1,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,N,9350,41,05:00:00,TWD,04
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,f5559f949c51b99476c148fd6506c4f498ba50d1ad159acb8b9555e82aa2e910,2,UNK,6050,51,20:15:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,80da3934e1268a459041a7aedafd948d02e21cd6d7c8cc4830bbccd68eb81821,2,UNK,855,56,11:35:00,TWD,03
bc00ce293166ccc6a067fe7942a9b65c8d5779afcf1bf5ec35d5812b722da947,1,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,N,45500,65,11:25:00,TWD,04
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,80da3934e1268a459041a7aedafd948d02e21cd6d7c8cc4830bbccd68eb81821,2,UNK,4150,68,22:30:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,d9412baf934f1fd52b68ff983834928d526cd23546ca866df6299c9ec2b19425,2,UNK,5050,70,12:50:00,TWD,03
bc00ce293166ccc6a067fe7942a9b65c8d5779afcf1bf5ec35d5812b722da947,1,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,N,6650,70,05:05:00,TWD,04
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,80da3934e1268a459041a7aedafd948d02e21cd6d7c8cc4830bbccd68eb81821,2,UNK,11500,75,21:20:00,TWD,03
ed2ba300d342aeb148235df938384a27200d1951a34375f17752d5b0bfaa789e,1,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,N,605,77,13:05:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,b6e2b6822f6e35cdfaf0824057082fb6cb5f135d5321e87edce1bada5a3364cd,2,UNK,4050,82,08:00:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,80da3934e1268a459041a7aedafd948d02e21cd6d7c8cc4830bbccd68eb81821,2,UNK,8950,83,20:00:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,6249f23b9212f25fd6cd74b024c554d455f2ac0195f3506a3c8774c68de416bc,2,UNK,1050,87,21:25:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,80da3934e1268a459041a7aedafd948d02e21cd6d7c8cc4830bbccd68eb81821,2,UNK,8650,92,12:20:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,6249f23b9212f25fd6cd74b024c554d455f2ac0195f3506a3c8774c68de416bc,2,UNK,5050,96,21:35:00,TWD,03
9c19af3d03ca048b0335f6786ba72746a9dfe4faa08b5fb986127ecbe68c6ba7,2,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,UNK,105,96,14:30:00,TWD,UNK
bc00ce293166ccc6a067fe7942a9b65c8d5779afcf1bf5ec35d5812b722da947,1,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,N,39500,96,05:15:00,TWD,04
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,b728a705e5b75b287b14350060f485b261aa0ab2027cb45851bf88616f1cb08f,2,UNK,495,96,19:25:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,bf2b007305a4a1f61f71d2a1aafda13c124299a557bad944f1460ffc2e200320,2,UNK,29500,97,14:00:00,TWD,UNK
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,1a0ba5e57516fb5f85af706ce639411455867462273dc383e62fc3e8b7b375b8,2,UNK,99500,97,12:55:00,TWD,03
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,540b66baab0d62b2f43a8cc7d9fe0caffeb7737b801547720d8b69bea3b6eeb9,2,UNK,99500,97,13:00:00,TWD,03
f909a9d35b7fc4d2b22ee9929074e729b7e6b56fb1f7a1ff0000054b20895d2c,2,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,UNK,99500,98,20:15:00,TWD,UNK
f909a9d35b7fc4d2b22ee9929074e729b7e6b56fb1f7a1ff0000054b20895d2c,2,3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,1,UNK,49500,98,20:15:00,TWD,UNK
8992f030f51b084976583d247a605927ad05dc1edfe05c68dd9e67440f0fc24a,1,fd6da4c149c34652b3e0482bea500e5d65d2f8a05311dd5282ac986c38cf2508,1,N,30500,54,19:15:00,TWD,UNK
8992f030f51b084976583d247a605927ad05dc1edfe05c68dd9e67440f0fc24a,1,fd6da4c149c34652b3e0482bea500e5d65d2f8a05311dd5282ac986c38cf2508,1,N,30500,54,19:15:00,TWD,UNK
3ae506393ad9483c60f22c936b3759f92edd26a0701f9583c9a83659b4209ad2,2,fd6da4c149c34652b3e0482bea500e5d65d2f8a05311dd5282ac986c38cf2508,1,UNK,14500,54,19:00:00,TWD,UNK
7889164eda36cd300163b361f4c25536a1578e843a0dd9c384e0477f011a81e1,2,fd6da4c149c34652b3e0482bea500e5d65d2f8a05311dd5282ac986c38cf2508,1,UNK,30500,54,19:20:00,TWD,UNK
79f58fc6361d622834f69560c498002a8d731812a7cbf8dc3cb542683c23c0ac,2,fd6da4c149c34652b3e0482bea500e5d65d2f8a05311dd5282ac986c38cf2508,1,UNK,50500,54,16:35:00,TWD,UNK
53a8d53e440c7f439ef504700a5c86a2755ddb18081407a95b71d6634fbba7e2,2,fd6da4c149c34652b3e0482bea500e5d65d2f8a05311dd5282ac986c38cf2508,1,UNK,30500,54,19:20:00,TWD,UNK
04f7540f586300b360015199d2e74ed54a1d79714a807fe3a1e71a1e06fa2404,2,82f43d1cccc8b43a6b863a0220941a537afa96dd39e3fafdbb90ea226467fd4c,1,UNK,505,2,16:05:00,TWD,UNK
2d46749e0868d676d47ae2eee43ce1aeb659ffcff3e261a9fbc6c6082cd7281d,2,82f43d1cccc8b43a6b863a0220941a537afa96dd39e3fafdbb90ea226467fd4c,1,UNK,10500,6,14:55:00,TWD,UNK
82f43d1cccc8b43a6b863a0220941a537afa96dd39e3fafdbb90ea226467fd4c,1,c122f40f771a0bc50d9358f281d4f02a38468b334f5ee2ac9a8f0915df355be1,2,UNK,22500,18,14:30:00,TWD,03
680bb853b2027a2c930a52e6884dcd8fe1b97950bc43a67ba0ba9a14c96d4f61,1,82f43d1cccc8b43a6b863a0220941a537afa96dd39e3fafdbb90ea226467fd4c,1,N,705,19,07:10:00,TWD,03
82f43d1cccc8b43a6b863a0220941a537afa96dd39e3fafdbb90ea226467fd4c,1,bdd69793742550f288a2210a4ccfbd4ef37a917d69445195d27474b37337141e,2,UNK,29500,30,13:45:00,TWD,03
82f43d1cccc8b43a6b863a0220941a537afa96dd39e3fafdbb90ea226467fd4c,1,70f96820159656b731b102f31e4ebe86aaba0af8b4bd43975815bc772f201c01,2,UNK,7050,61,10:20:00,TWD,03
450dcf993ed4af4a031218ce2c6798639f65803cfd2c2026af99cca0460263db,2,424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,UNK,30500,2,13:55:00,TWD,UNK
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,30500,2,14:05:00,TWD,03
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,20500,3,14:25:00,TWD,03
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,30500,4,09:50:00,TWD,03
7c10d3af5ca6aaf4de5381f05397168b1f8c53d9face0000067cf79b84234ece,2,424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,UNK,30500,4,09:45:00,TWD,UNK
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,30500,4,18:40:00,TWD,03
450dcf993ed4af4a031218ce2c6798639f65803cfd2c2026af99cca0460263db,2,424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,UNK,30500,4,18:35:00,TWD,UNK
996dcbc7ac982374dd622cce575bf3b339f6fe2d9e4e1edba440360e4a106494,2,424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,UNK,10500,7,16:20:00,TWD,UNK
450dcf993ed4af4a031218ce2c6798639f65803cfd2c2026af99cca0460263db,2,424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,UNK,20500,7,00:05:00,TWD,UNK
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,20500,7,00:05:00,TWD,03
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,10500,7,16:20:00,TWD,03
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,10500,9,16:05:00,TWD,03
48c272b4b69b1754b92222745f37743c3695d7eb31d288c991f1b5d969d609a3,2,424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,UNK,10500,9,16:05:00,TWD,UNK
8f568df7d5d1cd144e13ea5f5a0731d722a7ed8a16af957ef2afe903d57e3864,2,424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,UNK,10500,15,16:05:00,TWD,UNK
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,9950,15,16:05:00,TWD,03
ee2ba14107ff5c7508606c46ee12457c23e127918255cd948dcf7d60b12848f1,2,424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,UNK,5050,16,18:55:00,TWD,UNK
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,5050,16,19:05:00,TWD,03
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,1211a49d79a1a16b634e0a3abfcc95fd51f4b9dbc08f2ce7f0c4773765a9af0b,2,UNK,15500,17,18:00:00,TWD,03
7c10d3af5ca6aaf4de5381f05397168b1f8c53d9face0000067cf79b84234ece,2,424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,1,UNK,15500,17,18:00:00,TWD,UNK
182e577656345770493015a2ad2514aedea1909876bb11d3278aba320447b648,2,e251b40448909fac5ebd54dfe04499bdde8568df4a2103f7fff7b474a3060ac3,1,UNK,49500,109,19:00:00,TWD,UNK
182e577656345770493015a2ad2514aedea1909876bb11d3278aba320447b648,2,e251b40448909fac5ebd54dfe04499bdde8568df4a2103f7fff7b474a3060ac3,1,UNK,49500,109,19:05:00,TWD,UNK
e251b40448909fac5ebd54dfe04499bdde8568df4a2103f7fff7b474a3060ac3,1,8d430457136733ec2f2d314514b420f6cfa2ea4fa9272ab707a3167757ea4eb5,2,UNK,5,109,22:25:00,TWD,UNK
eade03a279e9d205c12eb09cabefe7e8ef32d852973821d47168fae2a3cbeedf,2,e251b40448909fac5ebd54dfe04499bdde8568df4a2103f7fff7b474a3060ac3,1,UNK,49500,109,19:15:00,TWD,UNK
e251b40448909fac5ebd54dfe04499bdde8568df4a2103f7fff7b474a3060ac3,1,8d430457136733ec2f2d314514b420f6cfa2ea4fa9272ab707a3167757ea4eb5,2,UNK,5,110,10:15:00,TWD,UNK
10987ff5423f5ae26a2b2307432386b8ebf33d37f06dfdb7030ab14f25971939,2,6c5fe94aeef076e9b39ac08ee3dc616288512b084ce131e0e78da071c3757000,1,UNK,49500,98,16:35:00,TWD,UNK
10987ff5423f5ae26a2b2307432386b8ebf33d37f06dfdb7030ab14f25971939,2,6c5fe94aeef076e9b39ac08ee3dc616288512b084ce131e0e78da071c3757000,1,UNK,49500,98,16:30:00,TWD,UNK
62aacde01f28df90f9dcf1e5d75cead3221168ea87510aaf1da9f2875becdbc8,2,6c5fe94aeef076e9b39ac08ee3dc616288512b084ce131e0e78da071c3757000,1,UNK,29500,98,16:50:00,TWD,UNK
