acct,event_date
7c4fabaa0df499ad906f27f23fdc6379cdcf3371af1771bea046850005ff3eb6,35
cbbcc211fd1a9d0c30377915ea40e78f70aa6e06ef9ba4c5712cf5ca79e1f79f,121
e7c92b62ac47c0a259e57550926dbb7a6b10b12a82e7e25539685df9e7d687fb,68
b1d5284ad19b45aca767a4daa2b9d1ef98a6fdbd7c9d3f9ea7bed5dc1d5e64ec,10
12b8fe059d058e7e93ff56dae57d0d45a2162fcc7169ca98120a07a8dfe4df74,103
055fa61872efcebcf561b7d299b97ea2770b76b0dcafc593dd4d2538967624f6,50
577793a9b442a3aba9c1e5bad27794f4d7454a90af1dbfd9a4c2630caad5e06f,18
4d0913f2561417119889ad0db288eb7eb51c44d32cca5651578aeccb5d2712ce,75
4ce10fd7ecda72c0086c2372f6d9cf172d2e4104eb6e338140a724b485a25fc0,14
23b6be28158ac1125b65bc9cfea42a1401d54295aaa752db9ed057c12b03bba5,107
d1deb7f38ebafd1a12d4d406d24c3850f56fe4605c970d0bdffffb2cc516609c,8
7a15e4fbcdefcb77f8210f6216f8cdce04bd4bf2f11c0919cb58c478566e534b,79
5da6462e77f67a2786cf24ea66b7ca0bf89fb6dea480e34699213a8ed7aa03c8,117
e00d2e6b2d73515c465fd25bb2d2feedba67d9431f65e1c05d3e1fc2d0573405,119
ded096f3dd25d6f0f379197ebd2cf3dc801c0041362e2b846a519945b10a0620,64
2b93a170649f7c2a1bb52588789a389454c3b28270cf4648ea31699d40695309,6
103a6e6e6f65a24aed128364a3444498bb342cd2592b6f7975a13168c2fe6e6e,18
aa8415ac46125191f2c0df2b7a42ee7b9c17f210e2456aa21f61788e8f957763,71
a22cbce85b32175cf27c722f7082da69d2cf2bec920ce9986816fc2b74a1e5bf,62
3da454abc2490188424f2a7bffc6656bdaafa89b8cf556da82c26ea5a7b5fc91,60
2f41ed5965016045368f40dfc00c0590899b32a408129be45c997a325d1a5861,83
0bb25168b959d82cfeecb5e437f28c1ad6aab2fdc7176283878a6d2645ee1936,81
69918bfcf6117fa131d81be9b6e33757b062815c4a487e7bb6fde85f5a3df4f7,97
e20ee8c20844f180362f06169fdf15a6d2777490b3aab45ef7faabc136327ba7,12
5597d630c8909a34310a86074a735672b7aa708c4b8544dc4706607bb396b899,15
854e49117bb4668a22167beb081afbd9b2c9d32695ef3132632f7281b0cf7f63,61
a5bd06cb8cb7963b67588617d8089170feaf504f5032c1d4dc1858f2dd622b9d,88
c8cf295cc0fd9f2a625662b3ec3b387880992a3c5d6b627d2a5004aba9ab1de5,74
d75c97b0e71e6c16278254c5552ec2dfd77b9eb47783fce14bbfb8b29874ad75,66
e8af77019a85dc95179473afc6bc74b2c257fb80fecaec94c307757a33b4221f,40
542f915fc2af73b5392f1265858cacb0c8266c3f70703e7204ae64ae5d0c6b10,60
1f1e6b8de69dc558aadf8596609b1bc6b04a96e102d4eefa50264dd5eb389d60,113
98768fd3b17421b169f33dc3ff57642f878f2fa96029412381e025b8d69143a2,57
e49147a2dc0ceffb3dfd4d69dffaca8c88e459a4a78d618a585d3fe382f031fe,76
64f017da320b90ccb229e1b76c7ed90c8cde82df319ed5d6b80e01211573fd23,106
9124d72fb55bf4b224a66da960394941d63147fcc94041b0fd8b89779d4d0deb,84
4c14e508185fb9b3a0231e4ca7c5113d8d1958c68d147d09d284c1bf0e0191df,33
c250c14acf9e2f2c3d6ae2cc25359280164972fc27702983d284e0624fc5d693,109
fb9ac045b0051f8895840079aeaa6a39564d6f95c4583c704b008bb0373b6a54,31
0d0ccc3457f69e8d6b7a733ebfb65e8ce91a9b89b5ff27cba7111f39272ebc2d,23
8f26e457dcd038c94d38af38ed48641b4e5f2ac84fb44003805cfeb53b8c5def,64
0f196bf637bc16758309e8be5f67efb8abb4d89aa8b36579e409e0bbaf2c614c,109
b69cb2f99f2479dafa1c5ab02932b932c99c6d1a46d039045e39d7d6ca0c3b32,108
87c760447649d4c80aac16cc233ae31be56f3fbe286761842d612137c88b4f16,23
7d930dfa597c0170850ff8e85c53458e4b47cc74a03ce8088a82c73c270f5400,33
bc398d6c236c5c0277b924f0540c46c4ace5f5de1b119245964cffbf77674f80,86
c4a36434c99a9952e19c1ac57d1317dcf183b1165a71dc64c55b39460edd809f,5
c6fec780530da55d0ed8b29515df4c85fddd3f6e83235c96113c1851d2cedbf5,55
569fa55d134a3454b704918328ca2257400ff5d68298469665e5f30e0e071c89,74
0f6d23114b05d82c2b8d1d2384422bf75ae840d854b8ffb76d069cac281fa28d,41
1472c9a89ac77d7a821484911e678b007da85753ed35f48758a6052b12947243,75
8ecb9850f4a9785f2745f19f90d5babb31cb65fda860b269ea34d0abe57717dd,106
31d0b8a0e00935ad12bb8b1589ab7f1d49348c5c2630a72cbe50fdefba5832bb,61
0484b2f212b81d630c696d2a242d4362800e994c17472ec234b6226202a6231b,106
097c0dfff49aa60bcf9ad0ebdfa78767e4de38a820476d8f66724812d6180077,54
17eed5e512dca2f44a0f65deda3266fd2370975c003503a0596d182edc6c3269,88
cc426928e760e505ce64e329855a28d05c935ea039b99dc5e54f12f31d10b143,34
78749b461b4d419297ad82f1d1767f4f3f02662eb1ddd48a8ba56aa3244d53b4,106
68b5cbd216fa10f19e25c69e9cf92a728bde1d32bff88fe800c60d2ccab15651,74
5e3ee9bb0109ccc8a3cc7e14bb5afa7620d97b3ca284bfdf06f4aaaecf620bf6,10
75e898136f98a07340f39ddbbe4b76165d8f5508f09c2c3ee911489c67b8d206,11
0a73b640ca6c08d00828ca1ce6ac7c36d0e4dddda24783ab9a115f48446f3a63,26
c4285af8d6d15bd58cdf982135fb4b02db2977fe7351b77487e8e2a050bf2de7,86
9845077ca6bab5f8577830aa51ade2b199840d928dcc42f64dc82fc3a66ce9db,113
c6c1be23098b5ceff1a4acad6709b63adc3ac727b127556c0a24c03cbec2e369,94
ea58ea0ef4f2dfaba2668b9f551a55845a9d7872a9b6666c43d3c36b1b67159c,89
4a4459bf20631575c60de1dd6cdc758858dd1756a8f09acb71421569914fcd25,85
3b857efe079c8f7451395f41520c18b25659d58383ecc7062c1dd860fc24e6e1,71
08cf3fa930d33a932a2ff6824644d5029eff574b1d81731992283ddc88d30c23,34
0d1ae94a08eeda8e31cc45a5b48edcdcf87c2f925d0fba727b8c6abf2d17ada1,101
249d07f4f915216c08cb37f70ecd5a3e5afdccacfbc40c7ed84c5f30b27b3e36,95
a67c23b456c48f3e70336bdb9216f3f9e3724a1d7887b07a7f52e75bc0380505,8
81222eff076bcb59303f461053813001fa547d6da07f1280b5a62083ae4921da,27
1483e2e83060e48b2c1b1c627c8accea21ab32478aef9d87baebe05e20833fda,39
ca1c6c39229631f37f7e62630ec57ad93bf651dfbe392104ec673974bf90c6bc,28
3e4446611b8d8c05712750f28a5e92ec73ab9b9fa71f5270506f81661597d89b,87
2413622b5d31b7c4332c9e2001649c9d2cfc2b24ea4fb9a08b4f9f0f5950ac02,28
a034e790e1de201412e53bd326a1b1175ebbfb3aa5e42c20f30dae83917e0d5d,73
27469572924e49e050efa4f2f0d6144493410fdf05017d3e72a9d4573bdcf7c5,106
fa5ddcfc5701b478440ae87652bccefb19720e189e2e0f139b1e1074cc22f5fb,93
183279c614b1140a6766a76673752fd126ab4bf622da70545e629cfcdef10a75,15
0cc4db34a7d6ec309c322c3975fc19b97d058c6e90e65a4d7f28f8d4b456cbde,46
3c4b3034d78923cc863208e979bb6eaf275acd1faba9aee35320c845d4538a54,37
1e7cbe88b306376b8c99c56dce87772e3c938a07640b0d794289789043e0e7a3,98
89e31793b237e9aee19a31977e24aa998fb3e466641ee2b466b4545d4d55db66,92
f6343cd666c370cbd60528a3c3bf3ad64ba026fbb0e55eeb996f78933dafa1ad,117
b136aa4e1a860d72d665a7f090617ad1a03418bcafa02af7348caf3d9297662d,6
1203a513e312d77db4329b3b49228e27adbb717b3634b700f3a952f10a6cf02f,116
b7f9e99d5a33f55d16aca3d7e495100a456d869b6713591ea52b1966d860b00d,38
c37ca25a284d5727d68cde36dd453a47ccbfa3f090861a6ff0084ac684a83a97,44
46df2a8bef0daede6f03032875440a3ca9e8ba9c2c5acce5880afe2e9885141f,85
96c6b31c793e53f29096576ce02ecf8c71a893858e8ebc48044f36cd86f65944,29
9ed78a624758ed5bf084c76409912e772b7bd6cbb20417aa0904295d7561966d,77
3265b7572cfcd1afeec91cc27a65520f97508b02644f2aeef5d06ec37d1a58dd,66
cd4709ed1840e923cf0e70cee572f6103d2395be64ccf2860b7ccdc9cb067922,91
1ea2981e2a0cf0f54a2270d6dbb639ae002dfd91fdc6d2e01fe2c39d99271ad0,15
2d2124d29f104e842964f190ed783749d9cd382ebcdd30cc03f9b8fe4f537d85,114
33a407aac89c4643defc395f229fce9f2a79adca14c39184a6a58312c3921976,46
91ee46f22b1a07782bd91d53fec7696a39a3f5564bf60ba701c64cbf385a9a1b,29
a1c581c0edc22271e077475ac52f9710b800a03c6fee54d73b760393ab9b6bf5,75
8df22d268ba0aafdb0cab7797811091fc2311b1defdc2ee60b7924867ab458c0,51
f43f206d049369e3d48efdf209c6b789fcd24ca0b2676b92b6ac613e0c91608b,85
0d0fb2c1e54c86be1de3b72e0d73d8aa6d0d7aa0b43f3716ac4155f93f17f0f3,58
7cc5df3b8ace8d905a096462131a68a24336ed0249e4d7730597b46f80676004,114
f4532aa9282e394c5823ad3a18b93b6005a41e38676ec6a5bcaef782a66651eb,107
03dafdeffd73865d912c39dd86cf603fc5eb5dec14aab5f879fc5711d0fd89af,102
594b653c1b5b006fd0261970eb51c5ad92ca6458d7f5bdb81e500d73f3fc0b48,19
80e9137621434c5f3b478298e18cfbf60b327df9e406b920cb1a5a2ae60ab2c6,86
7113b6e8a3e7ac593a369b3d826a591b1188684df7ec2bbfbcd23abf8877e9fd,87
84c36f0e53cccf74fd75f0d64b84ee418f4484e0e500a7f1bd218518152486ca,48
85a3a99050545430fb3227d778bfed7aea6f4fcbc0a503cc898c9a1c6b396ce1,77
f88805f6d38943441a0d7488f5f1c21ec1a5b4087fe452f6585b658cf04d8a4f,27
d25752b5b07a19189be9b9cf47b790654670100689a989fa980fef1dddf350e7,117
482d88e7041bdd67b4edb6e7b36394d34a3e56905fd7f26259d23e8752401892,22
6c6433a5e9eb855532b1e57d4ff70decbd581aa69d81e14cf16efdaa25c5b61a,28
a0afd8151a343aec29bcc609e298d447d54b47e48acf14b87ad33743c85d9b00,120
9a08cc43708efbb3e0e7bdca5b01fb7eb3ef86198d5889db201659232a49e810,106
464f4b50056221a92788c706feb0c7210bfe2980afc387d1f5a5746756fd38e5,74
f5339b12b042b5ab6dd9f4d2e6dfaae73a11613deb179033ae88da76b7e8ddc4,101
58eb2151ac55cbe4a5d29ef810a067c19b187c104048623df46262a1ff3dd9f6,106
26fefc99bb9574363475d5e41dc9a3f88eb30a42ce0d5766c9b5439bd3f5ca2f,117
48705a1c221018a3400f6ada4f4edc9c567816954367b0671a9e2971c7f05117,17
79d46824b593daa42f92a2f6b3be452b1bd22bd0a0648e8ab568b9c1e766b2dc,32
e711deff21b78d4b3be1bc41cff487818b4253cf6c882a9b404f481702716ae2,12
0c25f276d7cfee8ed48b48babc91fa13835c638ea6745f4e7a4c6e54cd44b051,82
a16dd859b0e689a4727439196e7f74d55962ba06189773e09065e0ab11474829,100
7cf95515b7a3662db919262f974b183ea555e29dedf9e7f5e8f36c7b9613ec2e,99
f100ff608f7d266e5be23a41c0c71200b2598adeb48c30da27061d987afee891,32
7716fc0a5ed12b572e6da5682d86f55f68130f36132ab79901f9e3aecd1a32a0,81
bf5657beff4aec76b96686d8dbedc4d03331a69077b09262fb976fd2a92aca0d,13
40ca2dcea2462f906c6749f27f953e9ee1182298464669d01c9127ef054bd045,91
c8a0beeb63aa1880c6b5ed41f16759cfffa9421ff5c8556f4e24bc2ed838fce6,106
5826e7c4a33c7f3809fe683209188c173c75c0a818cae670fedf0ba01a69a401,114
cb4e977c2c7023d8bb2f9cfd1ae6bf9681fbf6f66ef7aeca9cd9b6bae97e8026,116
745d542fb0deb1051c7f4d7b6a67ddb00bc171a86de3b604c65deda3350fb9c9,92
c482360bb31059b6c08fd692a50ea308b71991d430ce519ce522ee238a8249da,79
018c38db15a2e4af51e5f17e01357ca4f84c37f41d83314cf28a1162b25c5831,78
f9b9c7d98756b18d7cf5642603d70d1ec165b9aeb70e8128cb1289e1fa7ec8fe,13
9ddbe528704d3b6ec3650bf58d6ac1106a888c8e6dc8f27bd8f8487625b36fac,111
2ab47b01e74c7a6943c2eaa3c472b887d6d273ac96e204a52be7f71fbd79af5a,93
30d08c31da0b6371de113f5b6ab2a96be20eee46f777b35c73ab0b2d09fc0e99,120
61baa482f4ba3d802f0253620b3b1e616f1f434f758a97595b07ec569225b6ce,93
11a608bd428a3de9b06f28ce3abb94e766a893c00a36e5bbd501f1d6c0616f12,22
f8188e589b036da5e9f4578e145f7291439e3a069cc681ffe917169b01a8316e,92
91bcdd7547239d119e1c6fb0e9e9e1af91a9f7735dfc8ccf21f4ddafbbce2a74,106
172ce6061eed9db2b478e53a37f8e1b9741d167f4f1b3ab960e2053700736bbf,92
3dc6d1ed5782c955c309160a8aa0da5ae0cf075a6b8ed5359ecd33afa5d6eb8e,29
a8ed9d7465a51d543a1b41b5b99a23e01f06f9b72e30acf97f158b413e69fb44,9
461111858c17a5757e89fa3ab29731d5793ed2c533ca07744d62c7018fb6dda1,111
4034b6f0ccdd5218edd463a3f22833024631ea92b009fe193cfc3dfd9510438f,116
2e9ac26c051fbce359cd38999dfd95bf2391330d5e8621dd8f1e348628d9a2f8,89
15d57c4c357369933b81e15ab1a8ac0f321dbbabcf4c18fa655ac759029bd007,23
495a8d1d9d53d7df8dbda76830035d60e2889f478ebd35ee61e1ddbdbfe13e1c,92
083ce9492791a59328b84ed2a9843a861db9a3e7ec27983557d408c1cd1d9ef6,120
67b10f3a4f7b28f3a2238079841c817d199935326597acabb1d8831eb6ac67ed,22
a88e047ff7819ac2b88aed08c077b648ac58f5344670f93494fe50a129f08493,31
6bba4b6ee6439a11f71dd9571bf6c02ce3fd71c97db8ab1de56e004587eb25ef,107
0451ce970e183af68a11f00087d180a1e86caae8cf3966b566135e34235735a7,82
43959f7a81bc9b2eb4e9f54e94a89cc5d14aafdb6fc67fca53771c9deabb4027,112
c21f873bc76b03b6e51b4944f6cce7b143379b79d0f7af23b88ddee73928d602,23
fb10f7d594b9161a28d42813d829207e617ea563353e7fe26d13a59f46218a7a,110
2c5201c6eb28f9a23202a0633bfe434e7112058fecd12fdafd9f94ddcc756e84,23
cdf2500e395001d6eaa1012694f9da1ce8b96416ea50a40e9efe8adf3ae3a82e,116
3b0dd30d188c6fe4d5ef5630b253799b90e4c5c1a4451aae5f00f870f6e4913a,94
ad159e99baef04396dac7b8497936769609db5997dd0d0bb4fb510bf0d178a22,80
b120cd11fb163653bfba1c8f48e266f072ce701fe6f7a5985ea3556162c70628,71
2a5a8b0189e93e9337c45f420bb175b982b750e064be9679ec22f7ef5648d053,31
af1e8d4ec748c381c827dda25c25a2fc7093156ce943f80892eff0d737c8c5bc,90
5e412748b255999f6da924a18e31e03a742be78403eed7534b46ffb01c2e6c18,88
12e8c8b91b56929342efbd35a7cac61fccc18107fceb8be5ad68fa07bba46c86,4
6000d650a8164cb979f9c4ba597a1f9e72f3d1a928384d4e94a8917ff76b1332,98
408753c48116c077cfdc29fdc706522cff6e821528f5b1a10107b1e9cec4134f,39
f765d60e9d3b98affc412b6f5b8998bccad5a422d8125f389550d296ec38550d,9
5c9133fb630b1325dfa48e07e044d0cd565c6ffc248286de2b3cbfa1835baf30,119
8c0a05b9988e248eee74e4c225f6ef0a879a854fdd5283e82c044fa12e6ffbcc,11
9d1591216aa63f089782694212639ff648ab1fbf25e935e380ef2e7fba996316,85
2a0c8af03099540ffd5505117176ff927858c8d5d6a4459b71a38a15e6c21ed4,52
c4fcfe4d4453b16466083a35193fc4983ac526f817d99269fb2fb00a5a8924d9,75
590ca69ee2907220121f800b7dee9943e695497f71780ff220ba32f23d3ef4a5,83
50acaf468d9e014ff1c609b4dbdc7e6686639191a3c5cdd57c4ea7075626bc2d,9
c872cffa4daffc14eb50ae4771ee19034d768ad6ebffd7ff419684c334783766,103
f9b8d7b8d4215a363285f061c17c2139e3fcc86a92f26c4fa5d448031d9646fb,108
3a3710c3e54be636f850bacf359f86d7bdcb1f6cea70af942dbbe25c05a09a99,4
145ee00fb5525791a8cfa62d0d6795ad4904a2447126d9989e60a9a72aeafad8,91
29ee39363ce633d130b9de84cfafa0cec99aede75160fbffdad45880bcb87118,108
d7627cf3a04e1b33872bad1d7e19ae66e23f0c01674e2f171af8aec4de863b81,81
93b185f6efcd80c3c6cae2503f6d2ac137b041de13439675b5e80aebc13adb2f,16
d0589efbd3e918a23273dabb4ddd4be7f6944eccbd51130970d25a8bb78ab5e8,17
13f00f7aeeaa85c8a10d1416a1b051103f554159305b6d7776e4d7b9db549dbd,20
34f93a145ba34922c33e6a3691f53c14a0107ddaa2fbc861b9424c3216a7f24a,114
788968722edc7c786589b6696199820e73298be081e5224f4c07436341996f58,118
4bae4f7fc02b2ab5d429f221d89d169ac18987f8eed08712009da80915d343f0,63
338c74a5e28f82d48c9bc8dbb7ec2ade8339097419911ee7e59ca6305dfbc2ac,88
5dd91a071677d1ecbb7f2b0cc05d1e482e62cee8430adc069a4dfe8b84c7d042,120
e4b8195902a1853d215ac612f77c6118a828fbaa6fd45aef140cb14a9e93dc90,84
e20b67d4313cb5f2080697ec9b02e0f5b7d1fadd5cf88a70cc03109c5abc83d0,93
e8866bd56611337b23bfbfb0ce024ec6f01c9c3854b4e6a56bb207ed1a906104,111
7ef0cd5bb03ba993f40071a1fa7f41009fcf86ba285c931f74a9e77c8504e225,95
8908bbbd99aea8c7dea651b32064b14582db022a2728299e711b9254477518e1,102
b80cb7689edbe8885ed1cbaf12d7e78dedf09993050e20dfdf4dbc1d9b064c38,60
fa8185f6b773db58b9145778bb988c82183a6a3458bffae67cf7c06341c1f731,85
b440b8e66c13be8900f7943359adf3be46cbd038d7fddee52ad7c40ba028bb40,99
c13461e27d08e5d828ffd8f34c4c3850ffac503ebc7de3a7a81037781d498373,58
a574c8329bf6afbbfafa198e945cf8d18472a75ab513c69da1422f253866cc4d,102
7efc70a420db1f81cdd800b4ad8cd461d4db9365051f95e986aba0a7f02678de,10
5b27c4bcd58cdd4d3d937c3a215ddca92d1c58e37b00b01f724f8ae6635d43ef,91
d1fe1183d39ef0a2126808181f4aeab2cd4f0da6a58d66dcec6b1ac73965abe7,9
81573b70611fb851a05059ef12cebf1e455aaddc2f5ad2bd8bb5d8925c24f725,46
22937fd58c83151bd7056b126b8eae99f6fac3a458abc9fc73b5dc8ae770fcde,87
c54ccd51a55b7e371a9601f6deabbba3d8ab77ad8120abe65e11d33f8d015866,75
09aec82d0ee784a7e96abc62d36c5c48f0f3701bc4f52dbc58f23ac6d14348a2,85
9e575ea9fa14bea13ad2e1b6a7874b02783d7d009c55aeb761d8e6a68f749ec8,59
843dd9c732825bb88697dbd351157a542c20e30d155751d4fc8526d14cef968b,66
2d893d3137cd2ed1f60421f7fe0c6ec995c7aaae705eda135f45277d30751cf5,23
cbded63c6da6daf8aaa2436480907ab1a601d1be8d76029d928e7cd132eb4689,89
bc4f18e5243deda9851d5c952cbcd6235e2acca8d9cb40e78c18659e41471742,113
51af949a49c4da36d767bbb4561497b3d268b3cafb40689c301b3ab80861946c,120
7e05bd4fc1bca37b83ec296d3bf62f0582d0bdfc924ba54e1c2e9a0162fde31d,66
d3fa32be814aa6602bb0f860fcf4e118c359e89ebcd8f3aa1b8b00f65c3bad07,86
f843e68db3a55a7ef5515d543e6ed4a858f90639855f52ec28e25024c8b3d63b,29
fc85f286d32f07fac609cf9f52caff30e12a8c3f97cd5317cc031074aa7e567f,67
f6c14be082cd285413ccf40a7d191be2fe8a767f8137547544241a7e710416a4,121
d363ca04e96f4ae236ba3040562bac8e62d86d47759258a3486298d11134a386,33
a425fdee7f0160fd89234ebc8a6f739be5904bb78b41dc9a4505dab51c80be42,86
068698a5089e9c60381297219df53d80ba7a033f5fddeb694a7bed187feb3e63,22
83a61f0f329ddb59241578fc791feb39d4e53338c562e1b38fc176acfb29ebc0,37
354c86e7cb89bc278d86e74bdebceaef4e395cfba889593b9c1d9c20ec03dad9,82
a85e12602edd1214116295e7e0d041da86050eeed1f9f9acaca6879173c7c129,120
f5003a3667a54a99f08eb556f6adce34d05b068661a32aa312afe2f74e28e90a,120
0d66e940263e4247c6858f4133e2d8c5c52dfe8537648984b23027241837d96d,67
8b28cb2c30e78165bf13c5ac5d91c8dbc20c11a1e377126807035b723224a5f1,48
da76702595438b6565d64a8ebcb3f2e94970842d086091ad44078e0c3b76d8b3,57
0b22410dc4d50f7bb56b7fba23938ee2a67449664702d8f94c24666983205a28,73
836aa5b0843482a2619aaf712dd08b9c4fd5a8a3e2cc2ab3e8d9df184cc403dd,112
2f3f5e1497349459c58455636a5ce0bdb4ef2b1f592881403f908dd69917eb89,94
e816a778a5ffc13817b57c151bd72c17e819d94e1f2a93defe6a20fffe5190ea,65
d4d5309497ec686e63e5bab5d773e5993ee847fd3c584bad325c6c05ece04496,85
67b88fa53847d5a1e1111cee6e454f0277a56439e4720f7e2f7832a71ef624bf,108
bd062edda86fd8b93e7584d0c4c242ea32facb9b4126d72e4d55593fd976db9a,84
be001d7ff0e6196b02d3a0a5aeb9c693a1425c548d05916e096fba05d58dde94,38
45633e19dd97e6cfed7111f988a9276003931165b71823ad3fe4e49e2360491e,75
2fa9afbd71d2653b0aaaf50b1ecc088d38c579aec1f1712fb114cc6a94d9dcec,109
6cfe73aa0f7e02fd554631b651e003bdf347a454974dfb9034c7d6a166d3f270,92
041b2de0dc90019c2979a358617bffe6c1973ee9379c418e3efe6c60d60ac379,85
5fab9bc78015401f7cff8827778a8f4b1922cecfdf3bcf9349e5dce990879679,83
d9876a1f09493b938caf332bafb194ca0cd1f0209cfa575dc03c673a952115c8,16
06db74768ac78833bcf3c09045b6135565dd5f576edc0bfaf32766a73576bbb4,11
38741f90c2ab261c318357e65be6c192f30addace36a9ba35b6f46330cf8dd2f,31
debd5d612f3755498c45896fcd04d953ecff2635ee34be43861871009e3360ef,115
49c82eeb650b81ffb261c30e85e0f9c0091e078f9971b79e73c2b813edb6a6b0,8
5ead2cf99ae494c90ec512bd321cebee2270d466f3dca1b632fcc68505d4e174,66
7d272d8f787b7cd95f6fb5f056131668e878ed8c82411078bb927287a2ef6ea0,54
89088091000443a416d5bd14c23f4bbf6c1fe68ab1d6168cef0245225329763e,11
7edceaac4f6fd76acd8b74c35e2670f95e8287a28602d87cc6094e14e360f71e,61
23a36f3719342827dd70cd6f54ed2a15d392fe4df4b879e2ff5d5ccd05b8a0ff,71
82d67a988598cf526fa828b494eeef6755008e1c9ffe18e31ba1258ea0d4ea1e,15
5fb4873f165a4aa670fcabb7acaf66a1385a0ebf4f78acb2e1f52ed578244d34,21
e964855884854aa4be8550c8cbbcf6a7bb854708ce0eabc3f317a2517d3ef243,75
08f3462c50fd49007913d30c640ac50415a76ea568a3166ea1c25006ef3804b4,109
baf4addad818151f1992ece3a740639289fde701cf21a4682026ab6b3a24ea61,118
f3e219c11466842c264cc88ae00a237ce2d89f3f64e2d07a26722fe29396319e,78
4eaa5090d6e7b6f4e65f20dc60042f91ab6df483c78b44b1894321d742440b42,78
b02d71211b1b5567d20b26f1a5276d7c0b7d7032f4c2924f70182f210cbf4d98,71
d90b3f45063f95018dc55bd0ee6d605021f5179296a266171dbf5711d447fb16,24
53b0739f3836ed47f85d54d4982139d3753c754d3f67bea77bde1e9e6e0c54fa,105
4ecaf2cf4d5d608e210b223bafcafc7ce19f08a6ae9262475245720329a053b9,19
16093309b2aa6368f91cf1bcd8bce373f676dff5c322da45c0402565bcdbec81,114
fe86b5659b50a063bbc60ced03ea55fee89538bdb4c7df9881e3880a7fe4c376,117
092cc39dd11f929c80505b5d2948feeaf61f721d67a2d212032bc59c26f20023,116
256ca8108e82e4e8dd97af6e317ed74980f2a60545501aceba171fda81b40795,57
b62e0c23a621ee1c4261419544ff2ef10c7f8a41d891df410053d198e4317982,113
9c171a256ccdcfc8be3afb12c7dbcb56bacbed53c115b4617d138c0a767e28df,81
76eb1dde62eae321671d7f45a6d358ccca4918ec8a049771aa124708454da039,54
99801ecd493c657ec795bb680ce468304c233d9ccf037f1ade0aeea1f1671bba,15
05571b8f2f4c0df771c797eb1c72be31f8b329076b2578507b6bc0537d3fca48,3
75f2b6375159b55ed24cc4e34aa0c4b3932dcb445118afec572aef66ecac005e,79
60e7c137dff3edde690e1176bb5b9c8e21074eafd5c90ae03a6374b5fa26ce4c,82
c407fb7750a4014a0a47153ec8571e7df750385f5eb5db84253c334b0ac04497,47
d0d3ca235508637a2f5514e3ca3a8a1e0a54f9a5407a7b88e862525fd9e08b49,93
5cf87c4a31269f73533cdec4741f2cefc5a3fda6c18a694d49f7ac01824913ff,65
ebbcdea6373f58333f6953b4e484ba661adf07f0f3b0b353360f776446b680f4,15
0a848201c824ce49536c679fc062ed04035de229afee026ef236ed46fe18b540,71
385868582abd1c28ef85e81d9b556672452df0265a901075155f0d686e7eef22,102
ef0c9cebd706494d12f913d8859ce2b8cda292000f163cbae332e45d154876b5,27
